Titel;Auteur;Plaatsing;Plaatsing omschrijving;Pl.Opmerking;Zizo Jeugd;Prijs;Jaargang;Genre Jeugd;Hoofdwoord;Exemplaar;Exem-id;Magazijn;Materiaal;Min. leeftijd;Status;Bijlage;Categorie
Blauw is bitter;Bracke, Dirk;JFC;Jeugd fictie 12-14 jaar;;;13.50;;;BRAC;3,00E+13;6826072;N;B4;0;B;;4
Blauw is bitter;Bracke, Dirk;YF0;Jongeren fictie grijs;BRAC;;13.50;;;;NA0919845;5429544;N;BA;0;B;;4
Blauw voor Leonore;Van Mieghem, Linda;JFB;Jeugd fictie 9-11 jaar;MIEG;;16.95;;;;PI064479X;4935222;N;B4;0;B;;4
Blauw voor Leonore;Van Mieghem, Linda;JFB;Jeugd fictie 9-11 jaar rood;VANM;;16.95;;;;NA0936332;4935216;N;B4;0;B;;4
Blauwblauw;De Roover, Bruno;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;6.99;    ;;;3,00E+13;14480137;N;S4;0;U;;4
Blauwblauw;De Roover, Bruno;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;6.99;    ;;;3,00E+13;14480139;N;S4;0;U;;4
Blauwbloezen pakken kozakken;Cauvin, Raoul;SJB;Strips jeugd 9-11 jaar;Blauwbloezen;;0.00;    ;;;NA0011134;6416996;N;S4;0;B;;4
Blauwe dagen;Cazemier, Caja;JFC;Jeugd fictie 12-14 jaar;;;15.99;;;CAZE;3,00E+13;14090804;N;B4;0;B;;4
Blauwe dagen;Cazemier, Caja;JFC;Jeugd fictie 12-14 jaar blauw;;;15.99;;;CAZE;3,00E+13;14094453;N;B4;0;B;;4
Blauwe maan;Noël, Alyson;YF0;Adolescenten;NOEL;;10.00;;;;PI0719374;4748411;N;BA;0;A;;4
Blauwe maan;Noël, Alyson;YF0;Jongeren fictie grijs;NOEL;;14.95;;;;NA0749192;4121404;N;BA;0;A;;4
Blauwe planeet : blue planet II;Steward-Sharpe, Leisa;JIH;Jeugd info: natuur;;NAZEE;16.99;;;;3,00E+13;17278580;N;B5;0;B;;5
Blauwe planeet : blue planet II;Steward-Sharpe, Leisa;JIH;Jeugd info: natuur;9+ - rood;NAZEE;16.95;;;;3,00E+13;17380733;N;B5;0;B;;5
Blauwe plekken;De Vries, Anke;JFC;Jeugd fictie 12-14 jaar blauw;DEVR;;16.95;;;;NA0973491;5405674;N;B4;0;B;;4
Blauwe vinvis;Royston, Angela;JIH;Jeugd info: natuur;;NAZEZ;13.00;;;;PI0644552;4787541;N;B5;0;B;;5
Blauwen en bulten;Cauvin, Raoul;SJB;Strips jeugd 9-11 jaar;Blauwbloezen;;0.00;    ;;;NA0011142;6417475;N;S4;0;B;;4
Blauwen en vrouwen;Cauvin, Raoul;SJB;Strips jeugd 9-11 jaar;Blauwbloezen;;4.50;    ;;;NA0491128;6417292;N;S4;0;B;;4
Blauwen in zwart-wit;Cauvin, Raoul;SJB;Strips jeugd 9-11 jaar;Blauwbloezen;;4.20;    ;;;NA0401749;6416952;N;S4;0;B;;4
Blauwsters voorspelling;Hunter, Erin;JFB;Jeugd fictie 9-11 jaar rood;HUNT;;19.95;;;;NA1159011;6003392;N;B4;0;B;;4
Blauwvoeten op het oorlogspad;Morris;SJB;Strips jeugd 9-11 jaar;Lucky Luke;;4.19;    ;;;NA0400963;3361745;N;S4;0;B;;4
Blaze en het gouden schild;Gregg, Stacy;JFB;Jeugd fictie 9-11 jaar rood;GREG;;9.95;;;;NA0770876;4342885;N;B4;0;B;;4
Blessuretijd;Van Gemert, Gerard;JFB;Jeugd fictie 9-11 jaar;GEME;;12.95;;;;PI053062X;3692486;N;B4;0;B;;4
Blessuretijd;Van Gemert, Gerard;JFB;Jeugd fictie 9-11 jaar rood;VANG;;12.95;;;;NA0682268;3692482;N;B4;0;U;;4
Blij bang boos bedroefd : 27 kleine liedjes over Grote Gevoelens;Kapitein Winokio;JIO;Jeugd info: vrije tijd - kunst;;VRLIE;22.95;;;;PI079256X;5980490;N;B5;0;B;;4
Blij dat j'er bent !;Turk;SJA;Strips jeugd 6-8 jaar;Robin Hoed;;0.00;;;;NA0155756;2777475;N;S4;0;B;;4
Blij met mijn moestuin;Van Spronsen, Elisa;JIH;Jeugd info: natuur;;NATUI;12.99;;;VANS;#250805032073479;32073479;N;B5;0;I;;5
Blijf met je poten van mijn goud af!;Tortuga, Oscar;JFA;Jeugd fictie 7-8 jaar geel;TORT;;9.95;;;;NA0721034;4057177;N;B4;0;A;;4
Blijf met je poten van mijn goud af!;Tortuga, Oscar;JFA;Jeugd fictie 7-8 jaar geel;TORT;;9.95;;;;NA087213X;4057176;N;B4;0;B;;4
Blijf met je poten van mijn goud af!;Tortuga, Oscar;JFB;Jeugd fictie 9-11 jaar;TORT;;9.95;;;;PI0537519;4057180;N;B4;0;B;;4
Blijf zachtjes bij me;Woodson, Jacqueline;YF0;Adolescenten;;;15.99;;;WOOD;3,00E+13;24218084;N;BA;0;B;;4
Blijf zachtjes bij me;Woodson, Jacqueline;YF0;Jongeren fictie grijs;;;15.99;;ROM;WOOD;3,00E+13;24186943;N;B4;0;B;;4
Blijf!;Blok, Lourens;FSJ;Speelfilms jeugd;FILM BLIJF;;19.95;;;;NA0987905;6234698;N;D4;9;B;;2
Blijven mensen altijd bestaan? : en andere vragen van kinderen aa;Van Lier, Bas;JIE;Jeugd info: weetjes;;WEWEE;9.95;;;;PI0607746;3917585;N;B5;0;A;;5
Bliksemkind;Hagen, Hans;JFB;Jeugd fictie 9-11 jaar;;;16.99;;;HAGE;3,00E+13;28974846;N;ZJ;0;A;;4
Bliksemkind;Hagen, Hans;JFB;Jeugd fictie 9-11 jaar;;;16.99;;;HAGE;3,00E+13;28974868;N;ZJ;0;A;;4
Bliksemkind;Hagen, Hans;JFB;Jeugd fictie 9-11 jaar;;;16.99;;;HAGE;3,00E+13;29334793;N;B4;0;B;;4
Bliksemkind;Hagen, Hans;JFB;Jeugd fictie 9-11 jaar rood;;;17.99;    ;;HAGE;3,00E+13;28570449;N;B4;0;B;;4
Bliksemkind;Hagen, Hans;JFB;Jeugd fictie 9-11 jaar rood;;;17.99;    ;;HAGE;3,00E+13;28570446;N;B4;0;A;;4
Bliksemsnel;Mésange, Lili;SJB;Strips jeugd 9-11 jaar;Celestine;;8.95;    ;;;NA1112414;6245325;N;S4;0;B;;4
Blikvanger;Kammeijer, Victor;JFB;Jeugd fictie 9-11 jaar;KAMM;;16.95;;;;PI0819344;6169809;N;B4;0;B;;4
Blikvanger;Kammeijer, Victor;JFB;Jeugd fictie 9-11 jaar rood;KAMM;;16.95;;;;NA1111426;6169807;N;B4;0;A;;4
Blind date : verboden passie;;YF0;Jongeren fictie grijs;BLIN;;14.95;;;;NA0801631;4720607;N;BA;0;B;;4
Blind date : verliefd op een vampier;;YF0;Jongeren fictie grijs;A/BLIN;;14.95;;;;NA0787612;4552456;N;BA;0;B;;4
Blind verdriet;Van den Eynde, Bjorn;JFC;Jeugd fictie 12-14 jaar;EYND;;17.99;    ;;;PI0848174;6351360;N;B4;0;B;;4
Blind verdriet;Van den Eynde, Bjorn;JFC;Jeugd fictie 12-14 jaar blauw;;;17.99;;;VAND;3,00E+13;17611087;N;B4;0;B;;4
Blind zijn;Royston, Angela;JIM;Jeugd info: mens;;MEHAN;9.50;;;;PI056270X;4235004;N;B5;0;B;;5
Blind zijn;White, Peter;JIM;Jeugd info: mens;;MEHAN;0.00;;;;NA0301906;2820523;N;B5;0;B;;5
Blinde woede;Bracke, Dirk;YF0;Adolescenten;BRAC;;15.95;;;;PI0686417;5370103;N;BA;0;B;;4
Blinde woede;Bracke, Dirk;YF0;Jongeren fictie grijs;BRAC;;15.95;;;;NA0962813;5370100;N;BA;0;B;;4
Blinkende knopen;Nys, Jef;SJA;Strips jeugd 6-8 jaar;Jommeke;;5.50;    ;;;NA0972428;4105946;N;S4;0;U;;4
Blinker;Van Neyghem, Filip;FSJ;Speelfilms jeugd;BLIN;;6.50;;;;NA079595X;3097982;N;D4;6;U;;2
Blinker : het Bagbag-juweel;De Bel, Marc;JFB;Jeugd fictie 9-11 jaar rood;DEBE;;19.95;;;;NA0619361;2894189;N;B4;0;F;;4
Blinker en de bakfietsbioscoop;Adriaenssens, Ivan;SJB;Strips jeugd 9-11 jaar;Marc de Bel;;4.60;    ;;;NA0514535;3133157;N;S4;0;B;;4
Blinker en de bakfietsbioscoop;Adriaenssens, Ivan;SJB;Strips jeugd 9-11 jaar;Marc de Bel;;4.60;    ;;;NA0957070;3133156;N;S4;0;B;;4
Blinker en de bakfietsbioscoop;De Bel, Marc;JFB;Jeugd fictie 9-11 jaar;BEL;;10.00;;;;PI0564494;3705396;N;B4;0;B;;4
Blinker en de bakfietsbioscoop;De Bel, Marc;JFB;Jeugd fictie 9-11 jaar rood;DEBE;;17.23;;;;NA0846813;2768826;N;B4;0;U;;4
Blinker en de Blixvaten;De Bel, Marc;JFB;Jeugd fictie 9-11 jaar;BEL;;16.95;;;;PI0473812;3498077;N;B4;0;B;;4
Blinker en de Blixvaten;De Bel, Marc;JFB;Jeugd fictie 9-11 jaar rood;DEBE;;16.95;;;;NA0645729;3498072;N;B4;0;B;;4
Blinker en het BagBag-juweel;De Bel, Marc;JFB;Jeugd fictie 9-11 jaar;BEL;;18.95;;;;PI065079X;3736829;N;B4;0;B;;4
Blinker en het BagBag-juweel;Van Neyghem, Filip;FSJ;Speelfilms jeugd;BLIN;;6.95;;;;NA0795941;3158638;N;D4;6;U;;2
Bloed;Black, Holly;YF0;Jongeren fictie grijs;;;20.00;;FAN;BLAC;3,00E+13;24159048;N;B4;0;B;;4
Bloed & honing;Mahurin, Shelby;YF0;Adolescenten;;;19.99;;;MAHU;3,00E+13;17591747;N;BA;0;B;;4
Bloed & honing;Mahurin, Shelby;YF0;Jongeren fictie grijs;;;19.99;;FAN;MAHU;3,00E+13;17706110;N;B4;0;B;;4
Bloed aan de deuren;Briels, Jo;JFC;Jeugd fictie 12-14 jaar blauw;BRIE;;13.00;;;;NA0437646;2880686;N;B4;0;B;;4
Bloed en beenderen;Adeyemi, Tomi;YF0;Adolescenten;ADEY;;17.99;;;;PI080312X;6072993;N;BA;0;B;;4
Bloed en beenderen;Adeyemi, Tomi;YF0;Jongeren fictie grijs;ADEY;;17.99;;;;NA1093258;6072990;N;BA;0;B;;4
Bloed en chocolade;Klause, Annette Curtis;JFB;Jeugd fictie 9-11 jaar rood;KLAU;;0.00;;;;NA0244392;6437583;N;B4;0;B;;4
Bloed op het schoolplein;Geleyn, Frank;JFC;Jeugd fictie 12-14 jaar;GELE;;14.95;;;;PI0564389;4299705;N;B4;0;B;;4
Bloed op het schoolplein;Geleyn, Frank;JFC;Jeugd fictie 12-14 jaar blauw;GELE;;14.95;;;;NA0747246;4299702;N;B4;0;B;;4
Bloed op het schoolplein;Geleyn, Frank;JFC;Jeugd fictie 12-14 jaar blauw;GELE;;14.95;;;;NA0845051;4299701;N;B4;0;B;;4
Bloed van mijn bloed;Lyga, Barry;YF0;Jongeren fictie grijs;LYGA;;19.99;;;;NA0923621;5425052;N;BA;0;B;;4
Bloedband;Aspe, Pieter;JFC;Jeugd fictie 12-14 jaar;ASPE;;0.00;;;;PI0206024;4623629;N;B4;0;B;;4
Bloedband;Kagawa, Julie;YF0;Jongeren fictie grijs;KAGA;;9.95;;;;NA0913537;5175297;N;BA;0;B;;4
Bloedbanden;Janssens, H.P.;YF0;Jongeren fictie grijs;JANS;;24.95;;;;NA1158856;5722964;N;BA;0;B;;4
Bloedbelofte;Mead, Richelle;YF0;Jongeren fictie grijs;MEAD;;14.95;;;;NA080908X;4353274;N;BA;0;A;;4
Bloedbroeders;Vreeswijk, Helen;YF0;Adolescenten;VREE;;15.00;;;;PI0700444;5457211;N;BA;0;B;;4
Bloedbroeders;Vreeswijk, Helen;YF0;Jongeren fictie grijs;VREE;;0.00;;;;NA0968218;5457208;N;BA;0;B;;4
Bloedgevaar;Kriske, Kate;JFC;Jeugd fictie 12-14 jaar;;;0.00;;;KRIS;3,00E+13;22906972;N;B4;0;U;;4
Bloedgevaar;Kriske, Kate;JFC;Jeugd fictie 12-14 jaar;;;17.50;;;KRIS;3,00E+13;7109537;N;B4;0;B;;4
Bloedgevaar;Kriske, Kate;JFC;Jeugd fictie 12-14 jaar blauw;;;17.50;    ;;KRIS;3,00E+13;7109872;N;B4;0;B;;4
Bloedhonden;Muchamore, Robert;JFC;Jeugd fictie 12-14 jaar;MUCH;;12.95;;;;PI0579319;4335081;N;B4;0;B;;4
Bloedlijn;Vandevelde, Johan;JFC;Jeugd fictie 12-14 jaar;VAND;;14.95;;;;PI0720607;5593491;N;B4;0;B;;4
Bloedlijn;Vandevelde, Johan;JFC;Jeugd fictie 12-14 jaar blauw;VAND;;14.95;;;;NA1030051;5593488;N;B4;0;B;;4
Bloedlijst;Van den Eynde, Bjorn;JFC;Jeugd fictie 12-14 jaar;EYND;;16.95;    ;;;PI0762946;5762992;N;B4;0;B;;4
Bloedlijst;Van den Eynde, Bjorn;JFC;Jeugd fictie 12-14 jaar blauw;;;17.99;;;VAND;3,00E+13;17611130;N;B4;0;B;;4
Bloedlink;De Coninck, Lena;YF0;Adolescenten;;;15.95;;;CONI;3,00E+13;6837771;N;B4;0;B;;4
Bloedmaan;De Braeckeleer, Nico;JFB;Jeugd fictie 9-11 jaar rood;DEBR;;12.50;;;;NA0594105;3291500;N;B4;0;B;;4
Bloedneus;Landau, Elaine;JIM;Jeugd info: mens;;MEZIE;12.00;;;;PI0584800;4433302;N;B5;0;B;;5
Bloedrode maan;Townsend, John;YF0;Adolescenten;TOWN;;13.50;;;;PI0564125;3752454;N;BA;0;B;;4
Bloedverwanten;Mead, Richelle;YF0;Jongeren fictie grijs;MEAD;;16.95;;;;NA0802468;4748453;N;BA;0;B;;4
Bloedwraak;Mostrey, Nancy;JFC;Jeugd fictie 12-14 jaar;MOST;;16.95;;;;PI0685569;5382393;N;B4;0;B;;4
Bloedwraak;Mostrey, Nancy;JFC;Jeugd fictie 12-14 jaar blauw;MOST;;16.95;;;;NA0895857;5382390;N;B4;0;A;;4
Bloedzusjes;Alexander, K.R.;JFB;Jeugd fictie 9-11 jaar rood;;;17.99;;;ALEX;3,00E+13;31964143;N;B4;0;B;;4
Bloedzussen;Kaaberbøl, Lene;JFB;Jeugd fictie 9-11 jaar rood;KAAB;;12.50;;;;NA1086219;5846884;N;B4;0;B;;4
Bloedzusters;Pearce, Jackson;YF0;Jongeren fictie grijs;PEAR;;17.95;;;;NA0824941;4858351;N;BA;0;B;;4
Bloedzusters;Smids, Annejoke;JFC;Jeugd fictie 12-14 jaar;SMID;;16.50;;;;PI0777382;5802521;N;B4;0;A;;4
Bloedzusters;Teng, Tais;JFB;Jeugd fictie 9-11 jaar rood;TENG;;0.00;;;;NA0451762;2772569;N;B4;0;B;;4
Bloem;Skinner, Nicola;JFB;Jeugd fictie 9-11 jaar;SKIN;;17.50;;;;PI085235X;6372613;N;B4;0;B;;4
Bloem;Skinner, Nicola;JFB;Jeugd fictie 9-11 jaar rood;SKIN;;17.50;;;;NA1177052;6372611;N;B4;0;B;;4
Bloemen op de muur;Dieltiens, Kristien;YF0;Jongeren fictie grijs;DIEL;;15.95;;;;NA0908509;2684761;N;BA;0;B;;4
Blokjesdieren : onofficiële stap-voor-stapgids om 30 leuke Lego-d;Hall, Kevin;JIO;Jeugd info: vrije tijd - kunst;;VRSPG;12.99;;;;3,00E+13;17380647;N;B5;0;B;;5
Blokjesmonsters : onofficiële stap-voor-stapgids om 40 fantastisc;Hall, Kevin;JIO;Jeugd info: vrije tijd - kunst;;VRSPG;12.99;;;;3,00E+13;17380659;N;B5;0;B;;5
Blond en blauw;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;2.25;    ;;;NA0845426;4022138;N;S4;0;B;;4
Blond en blauw;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;3.75;    ;;;NA0743887;4022140;N;S4;0;B;;4
Blond en blauw;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;4.50;    ;;;NA0846147;4022139;N;S4;0;B;;4
Blond en blauw;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;6.95;    ;;;3,00E+13;14629231;N;S4;0;U;;4
Bloody Mary : historische roman over de jeugdjaren van Mary Tudor;Meyer, Carolyn;YF0;Jongeren fictie grijs;MEYE;;12.95;;;;NA0392340;6728779;N;BA;0;A;;4
Bloot;Nymphius, Jutta;JFC;Jeugd fictie 12-14 jaar;;;15.99;;;NYMP;3,00E+13;24215302;N;B4;0;B;;4
Bloot;Nymphius, Jutta;JFC;Jeugd fictie 12-14 jaar blauw;;;15.99;;;NYMP;3,00E+13;23376771;N;B4;0;B;;4
Blork raider;Midam;SJB;Strips jeugd 9-11 jaar;Game Over;;6.95;    ;;;NA1048287;3010101;N;S4;0;U;;4
Blork raider;Midam;SJB;Strips jeugd 9-11 jaar;Game Over;;6.95;    ;;;NA1119745;6098743;N;S4;0;U;;4
Blorkchef;Midam;SJB;Strips jeugd 9-11 jaar;Kid Paddle;;8.50;    ;;;3,00E+13;31034134;N;S4;0;U;;4
Blorkchef;Midam;SJB;Strips jeugd 9-11 jaar;Kid Paddle;;8.50;    ;;;3,00E+13;31034144;N;S4;0;U;;4
Blote handen;Moeyaert, Bart;JFB;Jeugd fictie 9-11 jaar rood;MOEY;;0.00;;;;NA087163X;3202484;N;B4;0;B;;4
Blozosaurus zoekt huis;Stilton, Geronimo;JFB;Jeugd fictie 9-11 jaar;STIL;;10.95;;;;PI0846376;6327053;N;B4;0;B;;4
Blubber! Bliep, bliep!;Stilton, Geronimo;JFB;Jeugd fictie 9-11 jaar;STIL;;9.95;;;;PI0832472;6249973;N;B4;0;U;;4
Blues in F;Rientsma, Emke;YF0;Adolescenten;RIEN;;13.95;;;;PI0682306;5256217;N;BA;0;B;;4
Blundert door;Smale, Holly;YF0;Adolescenten;SMAL;;15.95;;;;PI0661279;5152711;N;BA;0;B;;4
Blundert door;Smale, Holly;YF0;Jongeren fictie grijs;SMAL;;15.95;;;;NA0869589;5152708;N;BA;0;B;;4
Blutch, zweet en tranen;Cauvin, Raoul;SJB;Strips jeugd 9-11 jaar;Blauwbloezen;;4.50;    ;;;NA0501506;6558590;N;S4;0;B;;4
BMX;Amstutz, Lisa J.;JIG;Jeugd info: verkeer;9+ - rood;VEFIE;17.00;;;;3,00E+13;30604861;N;B5;0;B;;5
BMX;Job, Chris;JIO;Jeugd info: vrije tijd - kunst;;VRSPO;12.00;;;;PI0630225;3781775;N;B5;0;B;;5
"Bob de Bouwer : Race naar de finish ; Leve het wilde westen ; Op ";;FSJ;Speelfilms jeugd;TV-REEKS BOB;;13.70;;;;NA1107704;6163412;N;D4;0;B;;2
Bob Popcorn;Rinck, Maranke;JFA;Jeugd fictie 7-8 jaar geel;;;13.99;;;RINC;3,00E+13;14608521;N;B4;0;B;;4
Bob Popcorn;Rinck, Maranke;JFA;Jeugd fictie 7-8 jaar geel;;;15.99;    ;;RINC;3,00E+13;28504143;N;B4;0;U;;4
Bob Popcorn - Meesterkok;Rinck, Maranke;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;    ;;RINC;3,00E+13;27006671;N;B4;0;U;;4
Bob Popcorn - Meesterkok;Rinck, Maranke;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;    ;;RINC;3,00E+13;29067109;N;B4;0;B;;4
Bob Popcorn - Meesterkok;Rinck, Maranke;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;    ;;RINC;3,00E+13;28603994;N;B4;0;U;;4
Bob Popcorn in Amerika;Rinck, Maranke;JFA;Jeugd fictie 7-8 jaar geel;;;13.99;;;RINC;3,00E+13;22875135;N;B4;0;U;;4
Bob Popcorn wordt beroemd;Rinck, Maranke;JFA;Jeugd fictie 7-8 jaar geel;;;15.99;;;RINC;3,00E+13;31028738;N;B4;0;U;;4
Bobbi Bolhuis, redder in nood;DiCamillo, Kate;JFA;Jeugd fictie 7-8 jaar geel;DICA;;13.99;;;;NA1085948;5752849;N;B4;0;B;;4
Bobs nieuwe avonturen;;FSJ;Speelfilms jeugd;;;9.99;;;BOB;3,00E+13;24075505;N;D4;0;B;;4
Body detective : je lichaam onder de loep : weetjes & feiten over;Li, Maggie;JIM;Jeugd info: mens;;MELAM;12.50;;;;NA1041118;5621012;N;B5;0;B;;5
Body switch;Lagrou, Patrick;YF0;Jongeren fictie grijs;LAGR;;16.95;;;;NA0438286;2632076;N;BA;0;B;;4
Bodypainting;Claybourne, Anna;JIM;Jeugd info: mens;;MELIC;12.00;;;;PI0630497;4043839;N;B5;0;B;;5
Boeboeknatuurboek;De Bel, Marc;JIH;Jeugd info: natuur;9+ - rood;NASEI;17.95;;;;NA0948314;3069517;N;B5;0;B;;5
Boeddhisme;Buijs, Bo;JIL;Jeugd info: geloven - denken;9+ - rood;DEGOD;17.00;;;;3,00E+13;30570142;N;B5;0;B;;5
Boeddhisme;Hewitt, Catherine;JIL;Jeugd info: geloven - denken;;DEGOD;0.00;;;;PI0116017;2772883;N;B5;0;A;;5
Boeddhisme;Penney, Sue;JIL;Jeugd info: geloven - denken;9+ - rood;DEGOD;0.00;    ;;;NA0575151;2985146;N;B5;0;B;;5
Boek of brandstapel : verhalen over de Renaissance;Verleyen, Karel;JIK;Jeugd info: geschiedenis;;GEVOR;0.00;;;;NA0217301;6724382;N;B5;0;B;;5
Boek XIII;Cambré, Charel;SJB;Strips jeugd 9-11 jaar;Jump;;5.25;    ;;;NA0765511;4356820;N;S4;0;B;;4
Boek.bv;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;0.00;    ;;;NA0815624;3523851;N;S4;0;B;;4
Boek.bv;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;4.95;    ;;;NA0635367;3523850;N;S4;0;B;;4
Boek.bv;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;5.95;    ;;;3,00E+13;23041809;N;S4;0;B;;4
Boeken en kranten;Graham, Ian;JIP;Jeugd info: taal;;TABOE;0.00;;;;PI0275980;6683878;N;B5;0;A;;5
Boekenleggers zijn ook mensen!;Winkler, Henry;JFA;Jeugd fictie 7-8 jaar geel;WINK;;12.95;;;;NA1143115;5806800;N;B4;0;B;;4
Boem!, of 70.000 lichtjaren van huis;Haddon, Mark;JFB;Jeugd fictie 9-11 jaar;HADD;;12.95;;;;PI0514837;3908096;N;B4;0;B;;4
Boemerang;Conz;SJB;Strips jeugd 9-11 jaar;Suske en Wiske (hommage);;7.99;;;;NA1112481;6238710;N;S4;0;U;;4
Boer Boris heeft het heet!;Van Lieshout, Ted;JIH;Jeugd info: natuur;;;13.99;;;;3,00E+13;13187963;N;B4;0;U;;4
Boerenerf;Cousins, Lucy;FSJ;Speelfilms jeugd;BOER;;0.00;;;;PI0733431;2885933;N;D4;0;A;;4
Boeven en blunders;Didelez, Guy;JFB;Jeugd fictie 9-11 jaar;DIDE;;9.95;;;;PI0559946;4259757;N;B4;0;B;;4
Boeven en blunders;Didelez, Guy;JFB;Jeugd fictie 9-11 jaar rood;DIDE;;9.95;;;;NA0768014;4259755;N;B4;0;B;;4
Boing ! Boing ! Bunk !;Midam;SJB;Strips jeugd 9-11 jaar;Kid Paddle;;6.95;    ;;;NA1156160;3074946;N;S4;0;U;;4
Boksen;Mason, Paul;JIO;Jeugd info: vrije tijd - kunst;;VRVEC;13.00;;;;PI0563196;4228161;N;B5;0;B;;5
Bolbliksem;Horowitz, Anthony;JFC;Jeugd fictie 12-14 jaar;HORO;;0.00;;;;PI0400750;6626307;N;B4;0;B;;4
Bolbliksem;Horowitz, Anthony;JFC;Jeugd fictie 12-14 jaar blauw;HORO;;0.00;;;;NA0331848;6626301;N;B4;0;B;;4
Bolhoed Bik;Van Gucht, Peter;SJB;Strips jeugd 9-11 jaar;Suske en Wiske;;7.99;    ;;;3,00E+13;29947199;N;S4;0;U;;4
Bolhoed Bik;Van Gucht, Peter;SJB;Strips jeugd 9-11 jaar;Suske en Wiske;;7.99;    ;;;3,00E+13;29947219;N;S4;0;U;;4
Bolhoed Bik;Van Gucht, Peter;SJB;Strips jeugd 9-11 jaar;Suske en Wiske;;7.99;    ;;;3,00E+13;29807724;N;S4;0;U;;4
Bolle;Alcante;SJB;Strips jeugd 9-11 jaar;Bolle;;7.90;    ;;;3,00E+13;12992026;N;S4;0;U;;4
Bolle;Alcante;SJB;Strips jeugd 9-11 jaar;Bolle;;7.90;    ;;;3,00E+13;22964676;N;S4;0;U;;4
Bolle;Alcante;SJB;Strips jeugd 9-11 jaar;Bolle;;7.90;    ;;;NA1119508;6284776;N;S4;0;U;;4
Bolle buiken en blije baby's;Depoorter, Nathalie;JIN;Jeugd info: dagelijks leven;;DAGEZ;15.95;;;;3,00E+13;14747480;N;B5;0;B;;5
Bollie's beestenbende;Veys, Pierre;SJB;Strips jeugd 9-11 jaar;Bollie en Billie;;5.25;;;;NA0952788;3147837;N;S4;0;B;;4
Bollywood in Bellewaerde;Van Loock, Gerd;SJA;Strips jeugd 6-8 jaar;Jommeke;;5.50;    ;;;NA1043013;5685685;N;S4;0;U;;4
Bollywood in Bellewaerde;Van Loock, Gerd;SJA;Strips jeugd 6-8 jaar;Jommeke;;5.50;    ;;;NA1043021;5685686;N;S4;0;U;;4
Bollywood op stelten;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;9.95;;;;NA1032798;5717832;N;B4;0;B;;4
Bolt;Disney, Walt;SJA;Strips jeugd 6-8 jaar;Disney;;4.50;    ;;;NA0693979;3991537;N;S4;0;B;;4
Bolt;Howard, Byron;FSJ;Speelfilms jeugd;BOLT;;22.95;;;;PI0649295;3831191;N;D4;6;B;;4
Boma burgemeester;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;5.95;    ;;;NA0982458;6087169;N;S4;0;U;;4
Boma burgemeester;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;5.95;    ;;;NA1099388;6087170;N;S4;0;B;;4
Boma in de coma;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;4.50;    ;;;3,00E+13;24378758;N;S4;0;A;;4
Boma in de coma;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;4.50;    ;;;3,00E+13;31717411;N;S4;0;U;;4
Boma in de coma;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;5.95;    ;;;NA0903965;4010440;N;S4;0;U;;4
Boma in de coma;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;6.50;    ;;;NA1168266;5371615;N;S4;0;U;;4
Boma in de val;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;6.50;    ;;;3,00E+13;17476317;N;S4;0;U;;4
Boma in de val;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;6.50;    ;;;3,00E+13;17476322;N;S4;0;U;;4
Boma in de wellness;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;4.50;    ;;;3,00E+13;26886301;N;S4;0;U;;4
Boma in de wellness;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;6.50;    ;;;3,00E+13;7709289;N;S4;0;U;;4
Boma op de klippen;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;5.99;    ;;;NA0855510;5238809;N;S4;0;U;;4
Boma op de klippen;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;5.99;    ;;;NA0855529;5238810;N;S4;0;U;;4
